shortcode,caption,is_target
CY0gEt0PVBS,국내발매 훕시티에서 덩크 로우 브라이트 크림슨 게임 로얄 제품 응모가 시작되었습니다 응모 링크는 프로필 게시물 알림 설정 하시고 한정판 스니커즈 발매정보 놓치지 마세요 한정판 발매 정보의 모든것 럭키드로우 페이지 럭키드로우 럭키드로우 당첨 나이키 덩크 덩크로우,True
CYprd7rPnRQ,국내발매 일 시 나이키 코리아에서 나이키 에어 조던 로우 골프 시카고쉐도우화이트 제품 선착순 발매됩니다 시작전에 알려드릴게요 자세한 정보는 프로필 게시물 알림 설정 하시고 한정판 스니커즈 발매정보 놓치지 마세요,False
CaEPybNv_9G,나이키 스포츠웨어 여성 우븐 재킷 재킷에 영감을 준 신발만큼 깔끔한 룩을 자랑하는 이 우븐 재킷을 입고 스타일리시하게 에어맥스 데이를 기념해 보세요 에어맥스에서 영감을 받은 디테일과 어깨 부분의 크링클 우븐 소재 패널이 산뜻한 소재를 강조하고 클래식한 윈드브레이커 디자인이 매일 레이어링하기 좋은 익숙한 느낌을 연출합니다 제품은 카카오톡매장 문의 부탁드립니다 나이키 홍대 자세한 매장 정보는 프로필 참고,False
CZETUxCPHef,이벤트 할로윈 덩크가 특별한 이유 그건 아마도 귀여운 코디력과 자체발광 매력 덕분 지금 슈프라이즈가 소개하는 할로윈 덩크 착샷과 야광 디테일을 살펴보고 회 라플 덩크 로우 할로윈 응모에 참여하세요 참여 방법 슈프라이즈 인스타그램 프로필 링크 클릭 슈프라이즈 회 이벤트 페이지로 이동 이벤트 페이지 하단 양식 입력 후 제출 월 일 시 유튜브 라이브를 통해 당첨자 발표당첨자에게는 개별 발송 예정 나이키 덩크 로우 할로윈 응모기간 월 일토 월 일일 당첨발표 월 일화 당첨수량 족 발매가격 응모 조건 슈프라이즈 인스타그램 팔로우 슈프라이즈 홈페이지 회원가입 구매방식 오프라인 방문양재 택배 수령 선택 한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈 나이키 나이키덩크로우 나이키덩크 덩크로우 덩크로우할로윈 할로윈덩크,True
CZx7CdBPHKo,용감하게 폭풍에 맞서다 바람과 비도 여러분을 막을 순 없습니다 이 재킷은 춥고 궂은 날씨를 헤쳐 나갈 수 있도록 도와주는 스톰 핏 기술로 제작되었습니다 무릎 바로 위까지 내려오도록 제작된 오버사이즈 파카 핏이며 약간의 드롭 테일로 커버력을 더했습니다 몸통과 소매에 여유 공간이 있어 편안하게 움직이고 레이어링할 수 있습니다 나이키 스포츠웨어 에센셜 스톰 핏 사이즈 가격 원 제품 문의 나이키더현대서울 카카오톡 채널 재고는 실시간으로 변할 수 있습니다 매장안내 서울특별시 영등포구 여의대로 더현대서울 층 나이키 나이키더현대서울 더현대서울나이키 여의도나이키 나이키에센셜 나이키스톰핏 나이키스포츠웨어,False
CY7-BjNvyTb,크림에서 진행하는 드로우가 시작되었습니다 오늘의 제품은 미하라 야스히로 블레이키 블랙 만 포인트 응모 링크는 프로필 한정판 발매 정보의 모든 것 럭키드로우 페이지 럭키드로우 럭키드로우 아크네 아크네스튜디오,True
CZx0s-evE4K,국내발매 스포츠 롯데몰김포공항점 롯데월드타워몰점 현대백화점판교점 오프라인 매장에서 나이키 덩크 로우 울프 그레이 화이트 제품이 선착순 판매가 시작되었습니다 게시물 알림 설정 하시고 한정판 스니커즈 발매정보 놓치지 마세요 한정판 발매 정보의 모든것 럭키드로우 페이지 럭키드로우 럭키드로우 당첨 덩크 덩크로우,False
CZi0z95PdOW,역사가 담긴 여유로움 나이키의 가상 육상 팀인 나이키 애슬레틱 클럽이 필수 스트리트웨어 아이템에 년대의 영감을 불어넣었습니다 재미있는 복고풍 감성과 빈티지 러닝 스타일이 조화를 이루는 나이키 디브레이크 는 년도의 러닝 디자인이 지닌 단순함을 되살려냈습니다 스웨이드와 나일론으로 이루어진 갑피에 와플 밑창과 웨지 중창 등의 올드스쿨 디테일을 더해 매력적인 전설의 룩을 완성했습니다 해당 제품은 나이키 맴버에 한해 구매 가능한 제품입니다 제품 구매를 위해서는 로그인 혹은 나이키 멤버 가입이 필요합니다 제품 문의 나이키 타임스퀘어 공식 카카오톡 채널 카카오톡 채널 인스타그램 프로필 링크 재고는 실시간으로 변할 수 있습니다 매장안내 서울 특별시 영등포구 영중로 타임스퀘어 나이키 나이키타임스퀘어 타임스퀘어나이키 영등포나이키 나이키영등포 데이브레이크 나이키데이브레이크 커플신발 커플운동화추천 커플운동화 데이브레이크추천,False
CYQmTzhvgHh,오프라인 선착 나이키 강남 오프라인 매장에서 조던 하이 페이턴트 브레드 제품 선착순 판매가 시작되었습니다 원 원 자세한 내용은 전화 또는 카카오톡으로 문의 해주시기 바랍니다 댓글을 통한 문의는 받지 않고 있습니다 전화 문의 강남점 카카오톡 문의 나이키 강남 채널 게시물 알림 설정 하시고 한정판 스니커즈 발매정보 놓치지 마세요 한정판 발매 정보의 모든것 럭키드로우 페이지 럭키드로우 럭키드로우 당첨 나이키 아디다스 뉴발란스 오프화이트 프라그먼트 트래비스스캇 에어조던 덩크 덩크로우 나매 나이키매니아 나매인 킥스타그램 오뭐신 다오뭐신 스트릿 스트릿패션 에어조던 페이턴트브레드 조던브레드,False
CYLpwRAPWzk,스캇 프라그먼트 조던은 역시 로우 아니겠습니까 스캇 조던 로우파들 모두 손 높은 리셀가를 형성하는 이 신발 이 신발의 오너 분들은 어떤 코디를 하실까요 지금 슈프라이즈에서 스니커 어워즈 대망의 스캇 프라그먼트 조던 로우의 응모를 진행 중입니다 슈프라이즈의 대형 이벤트의 대미를 장식할 당첨자는 과연 누가 될까요 슈프라이즈 스니커 어워즈 응모 제품 슈프라이즈 스니커 어워즈 트래비스 스캇 프라그먼트 에어 조던 로우 응모 기간 월 일 시 월 일 시 응모 조건 슈프라이즈 인스타그램 팔로우 슈프라이즈 홈페이지 회원가입 발매 가격 발매 수량 족 당첨자 발표 월 일 시 알림톡 발송 월 일 시 알림톡 발송 월 일 시 라이브 추첨 한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈 트래비스스캇 스캇나이키 나이키 에어조던 스캇조던 스캇조던로우 스캇프라그먼트 스캇프라그먼트조던 스프로우 스캇프라그로우,False
CYstNXftodg,국내발매 나이키 홍대 매장에서도 범고래 덩크 응모 시작 지금 슈프라이즈 홈페이지에서 자세한 링크를 확인하고 응모하세요 응모기간 금 당첨발표 금 오후 시 이후 응모방식 인스타그램 라플로 진행 링크는 인스타그램 프로필 참조 구매 가능 기간 토 월 매장 영업시간 내 매장방문 구매만 가능 한정판 신발의 전세계 발매정보를 에서 가장 빠르게 만나보세요 슈프라이즈 슈프라이즈 나이키 나이키덩크로우 나이키덩크 덩크로우 범고래덩크 덩크범고래 덩크로우범고래,True
CY_Ahgvvtsx,종료 나이키 신림점에서 나이키 덩크 로우 다섯가지 제품 응모가 시작되었습니다 응모 링크는 프로필 게시물 알림 설정 하시고 한정판 스니커즈 발매정보 놓치지 마세요 한정판 발매 정보의 모든것 럭키드로우 페이지 럭키드로우 럭키드로우 당첨 나이키 아디다스 뉴발란스 오프화이트 프라그먼트 트래비스스캇 에어조던 덩크 덩크로우 나매 나이키매니아 나매인 킥스타그램 오뭐신 다오뭐신 스트릿 스트릿패션 덩크 덩크로우,True
CZ6Pqejvuib,앱에서 진행되었던 새해복챌린지 은근 첫 조던으로 인기 많은 조던 레트로 하이 미드나잇 네이비 코즙 은빛 컬러 스우시가 포인트 조던 레트로 하이 미드나잇 네이비 매일 올라오는 다양한 스타일 살펴보고 챌린지도 참여해 보세요 자세한 내용은 앱에서 스타일챌린지,False
CZvM3yAPpwT,라플 응모 날짜 월 일수 오전 시일목 오후 시 당첨자발표 월 일금 오전 시 구입 날짜 월 일금 오전 시일일 오후 시 온라인 라플 참여 가이드 나이키 동성로타운 인스타그램 팔로우 후 프로필 내 링크를 글릭하여 구글 설문지를 작성해주세요 구글설문지는 마지막으로 작성된 최신 버전으로 적용됩니다 응모링크는 프로필에서 확인해주세요 안전을 위하여 방문 수령 일자를 선택해주세요 인 회 응모 가능 만 세 미만은 응모 불가 카드 결제 시 본인 명의 카드로만 결제 가능 본인 신분증 지참 당첨자 발표 당첨되신 분들은 월 일금 오전 시에 문자 메세지가 발송됩니다 구입은 당첨자 발표 당일 월 일금 오전 시부터 일일 오후 시까지 구매 가능합니다 응모자 본인이 수령해야 하며 본인 확인을 위한 신분증 및 핸드폰으로 받으신 원본를 확인하오니 꼭 지참해주시기 바랍니다 신분증 중 하나라도 미지참 시 구입 불가 외국인의 경우 정부 공식 발급 외국인등록증 여권만 가능합니다 수령 시 본인이 응모한 이름과 동일하여야 구입 가능 공지해드린 기간 내에 미구매 시 자동으로 당첨이 취소되며 카드 결제 시 본인카드로만 결제가 가능하오니 이 점 참고 부탁드립니다 택배 거래 불가 매장 방문 수령만 진행 매장안내 대구 중구 동성로 길 나이키 나이키동성로타운 나이키대구 대구나이키 동성로타운나이키 동성로나이키 나이키덩크 덩크 덩크로우 나이키덩크로우 나이키덩크 덩크로우 할로윈덩크 덩크할로윈 라플,True
CYYLo_IL8my,응모기간 목 당첨발표 목 오후 시 이후 응모방식 인스타그램 라플로 진행 링크는 인스타그램 프로필 참조 구매 가능 기간 금 일 매장 영업시간 내 매장방문 구매만 가능 응모 시 주의사항 인 회만 응모만 가능하며 선착순 응모가 아닙니다 중복 응모 시 당첨에서 제외 구매 시 유의사항 실물신분증 실물 당첨문자 매장 방문 수령 및 카드 결제만 가능 택배 거래 불가 카드 결제 시 본인 명의의 실물카드로만 결제 가능 교환 및 환불 불가단 제품 불량 시에만 환불 가능 도도포인트 적립 및 사용 불가 구입 가능 기간 내 미 구매 시 자동으로 당첨 취소 결제로 인한 대기시간이 길어질 수 있으니 양해 부탁드립니다 당첨 구입시 안전을 위해 직원 통제에 협조 부탁드립니다,True
CZeLsyRPYQt,조던 플라이트 헤리티지 스웨그 있게 비상하다 조던 플라이트 헤리티지 셔츠를 입고 년도로 돌아가보세요 구조적이고 무게감 있는 면 소재로 제작된 제품으로 전설적인 마이클 조던의 유명한 덩크슛 콘테스트에서 영감을 받은 커스텀 플랫 잉크 및 퍼프 프린트 그래픽이 돋보입니다 제품은 카카오톡매장 문의 부탁드립니다 나이키 두타 자세한 매장 정보는 프로필 참고,False
CZ8LwAEPoB1,국내발매 의왕 롯데 나이키에서 덩크 로우 네가지 제품 응모가 시작되었습니다 응모 링크는 프로필 게시물 알림 설정 하시고 한정판 스니커즈 발매정보 놓치지 마세요 한정판 발매 정보의 모든것 럭키드로우 페이지 럭키드로우 럭키드로우 당첨 덩크 덩크로우,True
CY03m_yP_Kh,나이키 덩크 로우 프리미엄 할로윈 월 일 발매 예정 응모일 년 월 일 오전 시 발매가 원 발매처 코리아 국내배송 이외 발매처 정보는 앱에서 확인하세요 모델번호 대표색상 앱에서 드로우 해야하는 이유 발매처에 따라 발매일 발매가 응모 방법드로우선착순 배송 정보까지 알려드립니다 원하는 상품 발매 소식을 알림으로 놓치지 않고 확인할 수 있습니다 응모 상태를 체크해 놓치지 않고 관리할 수 있습니다 탭에서 발매 예정 상품의 다양한 영상 리뷰까지 확인할 수 있습니다 얼마나 편하게요 지금 바로 앱 설치해보세요 크림 크림앱 크림스니커즈 스니커즈 응모 래플 라플 드로우 나이키 덩크 덩크로우 할로윈 할로윈덩크 할덩,False
CZte4QgLmc-,스웨그 있게 비상하다 조던 플라이트 헤리티지 셔츠를 입고 년도로 돌아가보세요 구조적이고 무게감 있는 면 소재로 제작된 제품으로 전설적인 마이클 조던의 유명한 덩크슛 콘테스트에서 영감을 받은 커스텀 플랫 잉크 및 퍼프 프린트 그래픽이 돋보입니다 사이즈 금액 원 제품 문의 제품 문의는 아래 매장 연락처로 연락바랍니다 재고는 실시간으로 변할 수 있습니다 매장안내 경기도 하남시 미사대로 스타필드 하남 층 나이키 농구 카이리 케빈듀란트 폴조지 르브론 조던 에어조던 하남 하남스타필드 훕드림 훕드림즈하남,False
